requestid,problem_code,date_initiated,description,category,dispatch_to,address,zone,keymap,zip_code,status,initiated_date,initiated_time
224459,Tree Removal,2025-07-10 12:33 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Caplin St & Los Angeles St,  Houston,  Texas,  77026","4, ZONE",454P,77026,ROUTE,2025-07-10,12:33 PM
224460,Tree Removal,2025-07-10 12:42 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3738 Clear Falls Dr,  Kingwood,  Texas,  77339","4, ZONE",297W,77339,CLOSED,2025-07-10,12:42 PM
224461,Tree Trim,2025-07-10 12:53 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","502 Frisco St,  Houston,  Texas,  77022","4, ZONE",453Q,77022,CLOSED,2025-07-10,12:53 PM
224462,Tree Trim,2025-07-10 01:12 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","6046 Willowbend Blvd,  Houston,  Texas,  77096","7, ZONE",530Z,77096,CLOSED,2025-07-10,01:12 PM
224463,Tree Removal,2025-07-10 01:32 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","5717 Cornish St,  Houston,  Texas,  77007","3, ZONE",492F,77007,CLOSED,2025-07-10,01:32 PM
224464,Tree Trim,2025-07-10 01:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3609 Plaag St,  Houston,  Texas,  77093","4, ZONE",454K,77093,ROUTE,2025-07-10,01:40 PM
224467,Tree Trim,2025-07-10 02:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Diana Ln & Diana Ct,  Houston,  Texas,  77062","5, ZONE",618F,77062,ROUTE,2025-07-10,02:24 PM
224468,Tree Trim,2025-07-10 02:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","2431 Charleston St,  Houston,  Texas,  77021","7, ZONE",533F,77021,CLOSED,2025-07-10,02:32 PM
224469,Tree Trim,2025-07-10 02:36 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4023 Feagan St,  Houston,  Texas,  77007","2, ZONE",492M,77007,ROUTE,2025-07-10,02:36 PM
224472,Tree Trim,2025-07-10 03:00 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7930 Pardee St,  Houston,  Texas,  77028","4, ZONE",455T,77028,CLOSED,2025-07-10,03:00 PM
224473,Tree Removal,2025-07-10 03:01 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","12015 Kirkbriar Dr,  Houston,  Texas,  77089","6, ZONE",576Y,77089,CLOSED,2025-07-10,03:01 PM
224480,Tree Trim,2025-07-10 04:41 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","704 70Th St,  Houston,  Texas,  77011","5, ZONE",494V,77011,ROUTE,2025-07-10,04:41 PM
224481,Tree Trim,2025-07-10 05:04 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","8602 Norton Dr,  Houston,  Texas,  77080","3, ZONE",450R,77080,CLOSED,2025-07-10,05:04 PM
224482,Tree Removal,2025-07-10 05:23 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","223 Woodvale St,  Houston,  Texas,  77012","5, ZONE",535A,77012,CLOSED,2025-07-10,05:23 PM
224484,Tree Trim,2025-07-10 06:04 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","3412 Yupon St,  Houston,  Texas,  77006","2, ZONE",493S,77006,ROUTE,2025-07-10,06:04 PM
224485,Tree Trim,2025-07-10 06:13 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6186 Eastland St,  Houston,  Texas,  77028","4, ZONE",455P,77028,CLOSED,2025-07-10,06:13 PM
224486,Tree Trim,2025-07-10 08:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1402 Chantilly Ln,  Houston,  Texas,  77018","3, ZONE",452K,77018,CLOSED,2025-07-10,08:17 PM
224487,Tree Removal,2025-07-10 08:20 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11102 Sageriver Dr,  Houston,  Texas,  77089","6, ZONE",616B,77089,CLOSED,2025-07-10,08:20 PM
224488,Tree Trim,2025-07-10 08:20 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4699 Oak Forest Dr,  Houston,  Texas,  77018","3, ZONE",452N,77018,CLOSED,2025-07-10,08:20 PM
224489,Tree Trim,2025-07-10 09:59 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4710 Redstart St,  Houston,  Texas,  77035","7, ZONE",531Z,77035,CLOSED,2025-07-10,09:59 PM
224490,Tree Trim,2025-07-10 10:34 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","1320 Rusk St,  Houston,  Texas,  77010","1, ZONE",493Q,77010,ROUTE,2025-07-10,10:34 PM
224491,Tree Trim,2025-07-10 10:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","300 Chartres St,  Houston,  Texas,  77002","5, ZONE",493R,77002,CLOSED,2025-07-10,10:40 PM
224492,Tree Trim,2025-07-11 12:08 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","Westpark Dr & S Rice Ave,  Houston,  Texas,  77056","7, ZONE",491Y,77056,CLOSED,2025-07-11,12:08 AM
224493,Tree Trim,2025-07-11 04:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Old Spanish Trl & Cambridge St,  Houston,  Texas,  77030 (MD Anderson)","7, ZONE",533J,77030,ROUTE,2025-07-11,04:41 AM
224494,Tree Trim,2025-07-11 05:43 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5801 W Orem Dr,  Houston,  Texas,  77085","7, ZONE",571K,77085,ROUTE,2025-07-11,05:43 AM
224495,Tree Trim,2025-07-11 07:41 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3721 Jeanetta St,  Houston,  Texas,  77063 (Walter Rasmus Park)","2, ZONE",490X,77063,CLOSED,2025-07-11,07:41 AM
224496,Tree Trim,2025-07-11 08:19 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3019 Prospect St,  Houston,  Texas,  77004","6, ZONE",533C,77004,CLOSED,2025-07-11,08:19 AM
224497,Tree Trim,2025-07-11 08:24 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","1919 Houston Ave,  Houston,  Texas,  77007","2, ZONE",493G,77007,CLOSED,2025-07-11,08:24 AM
224499,Tree Trim,2025-07-11 08:32 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","9622 Derrik Dr,  Houston,  Texas,  77080","3, ZONE",450K,77080,CLOSED,2025-07-11,08:32 AM
224500,Tree Trim,2025-07-11 08:57 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","6506 Rolla St,  Houston,  Texas,  77055","3, ZONE",451Y,77055,CLOSED,2025-07-11,08:57 AM
224502,Tree Stump Grinding,2025-07-11 09:12 AM,Tree Stump Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","6800 Golfway St,  Houston,  Texas,  77087","6, ZONE",534M,77087,ROUTE,2025-07-11,09:12 AM
224504,Tree Removal,2025-07-11 09:33 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","170 Malone St,  Houston,  Texas,  77007","2, ZONE",492L,77007,CLOSED,2025-07-11,09:33 AM
224505,Tree Trim,2025-07-11 10:00 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1400 S Post Oak Blvd,  Houston,  Texas,  77056","2, ZONE",491Q,77056,CLOSED,2025-07-11,10:00 AM
224506,Tree Removal,2025-07-11 10:23 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7129 Fir St,  Houston,  Texas,  77087","5, ZONE",535E,77087,CLOSED,2025-07-11,10:23 AM
224510,Tree Removal,2025-07-11 11:52 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7403 Maple Tree Dr,  Houston,  Texas,  77088 (Vogel Creek Hike & Bike Trail)","3, ZONE",411U,77088,CLOSED,2025-07-11,11:52 AM
224511,Tree Trim,2025-07-11 11:55 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","8514 Lavender St,  Houston,  Texas,  77016","4, ZONE",454G,77016,CLOSED,2025-07-11,11:55 AM
224513,Tree Removal,2025-07-11 12:17 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","8637 Kellett St,  Houston,  Texas,  77028 (Hazard Tree Removal Program)","4, ZONE",455G,77028,ROUTE,2025-07-11,12:17 PM
224514,Tree Trim,2025-07-11 12:21 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","8423 Glenscott St,  Houston,  Texas,  77061","6, ZONE",535Y,77061,ROUTE,2025-07-11,12:21 PM
224515,Tree Removal,2025-07-11 12:36 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6007 Dawnridge Dr,  Houston,  Texas,  77035","7, ZONE",570D,77035,ROUTE,2025-07-11,12:36 PM
224516,Tree Removal,2025-07-11 12:58 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","Martin Luther King Blvd & Reed Rd,  Houston,  Texas,  77033","6, ZONE",574A,77033,CLOSED,2025-07-11,12:58 PM
224520,Tree Stump Grinding,2025-07-11 02:31 PM,Tree Stump Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4911 Milam St,  Houston,  Texas,  77006","7, ZONE",493W,77006,CLOSED,2025-07-11,02:31 PM
224523,Tree Removal,2025-07-11 03:02 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","7943 Candlegreen Ln,  Houston,  Texas,  77071","7, ZONE",570G,77071,ROUTE,2025-07-11,03:02 PM
224525,Tree Removal,2025-07-11 03:23 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","5401 Werner St,  Houston,  Texas,  77076","3, ZONE",453A,77076,CLOSED,2025-07-11,03:23 PM
224527,Tree Trim,2025-07-11 03:37 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5711 Beldart St,  Houston,  Texas,  77033","6, ZONE",534W,77033,CLOSED,2025-07-11,03:37 PM
224528,Tree Trim,2025-07-11 04:06 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","W 18th St & Ella Blvd,  Houston,  Texas,  77008","3, ZONE",452T,77008,CLOSED,2025-07-11,04:06 PM
224529,Tree Trim,2025-07-11 10:20 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","Norhill Blvd & Euclid St,  Houston,  Texas,  77009 (Norhill Esplanade)","3, ZONE",493A,77009,ROUTE,2025-07-11,10:20 PM
224530,Tree Trim,2025-07-12 01:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6000 Martin Luther King Jr Blvd,  Houston,  Texas,  77021","6, ZONE",534J,77021,ROUTE,2025-07-12,01:47 AM
224531,Tree Removal,2025-07-12 05:43 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","604 Lindale St,  Houston,  Texas,  77022","4, ZONE",453Q,77022,CLOSED,2025-07-12,05:43 AM
224532,Tree Trim,2025-07-12 09:09 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","4312 Balkin St,  Houston,  Texas,  77021","6, ZONE",533M,77021,ROUTE,2025-07-12,09:09 AM
224533,Tree Trim,2025-07-12 10:00 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","9655 Keegan Rd,  Houston,  Texas,  77099","2, ZONE",529S,77099,CLOSED,2025-07-12,10:00 AM
224534,Tree Trim,2025-07-12 10:49 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","712 Lindale St,  Houston,  Texas,  77022","4, ZONE",453R,77022,CLOSED,2025-07-12,10:49 AM
224536,Tree Trim,2025-07-12 11:07 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1 Adams St,  Houston,  Texas,  77011","5, ZONE",494U,77011,CLOSED,2025-07-12,11:07 AM
224537,Tree Trim,2025-07-12 11:42 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7334 Krueger Rd,  Houston,  Texas,  77033","6, ZONE",534S,77033,REVISED,2025-07-12,11:42 AM
224538,Tree Removal,2025-07-12 12:46 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5801 Woodway Dr,  Houston,  Texas,  77057 (Tanglewood Park - Tennis Court)","2, ZONE",491K,77057,ROUTE,2025-07-12,12:46 PM
224539,Tree Removal,2025-07-12 06:14 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","9200 Bauman Rd,  Houston,  Texas,  77022","4, ZONE",453G,77022,CLOSED,2025-07-12,06:14 PM
224540,Tree Trim,2025-07-12 07:46 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","9834 Fuqua St,  Houston,  Texas,  77075","6, ZONE",576S,77075,CLOSED,2025-07-12,07:46 PM
224541,Tree Trim,2025-07-12 09:20 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","1706 Patterson St,  Houston,  Texas,  77007","2, ZONE",492H,77007,CLOSED,2025-07-12,09:20 PM
224542,Tree Removal,2025-07-13 10:42 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","9025 Pitner Rd,  Houston,  Texas,  77080 (James W Lee Park)","3, ZONE",450L,77080,CLOSED,2025-07-13,10:42 AM
224543,Tree Trim,2025-07-13 11:06 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","922 T C Jester Blvd,  Houston,  Texas,  77008","3, ZONE",452Y,77008,CLOSED,2025-07-13,11:06 AM
224544,Tree Trim,2025-07-13 11:09 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1026 E T C Jester Blvd,  Houston,  Texas,  77008","3, ZONE",452Y,77008,CLOSED,2025-07-13,11:09 AM
224545,Tree Trim,2025-07-13 07:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","6747 London St,  Houston,  Texas,  77021","6, ZONE",533R,77021,CLOSED,2025-07-13,07:40 PM
224546,Tree Removal,2025-07-13 08:00 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","12715 Villawood Ln,  Houston,  Texas,  77072","2, ZONE",528M,77072,CLOSED,2025-07-13,08:00 PM
224547,Tree Trim,2025-07-13 08:44 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1007 Roberts St,  Houston,  Texas,  77003","5, ZONE",494S,77003,CLOSED,2025-07-13,08:44 PM
224548,Tree Trim,2025-07-14 01:53 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","1600 North Blvd,  Houston,  Texas,  77006","7, ZONE",492Z,77006,CLOSED,2025-07-14,01:53 AM
224549,Tree Trim,2025-07-14 02:28 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1706 W Webster St,  Houston,  Texas,  77019","2, ZONE",493P,77019,ROUTE,2025-07-14,02:28 AM
224550,Tree Trim,2025-07-14 06:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1949 W T.C. Jester Blvd,  Houston,  Texas,  77008","3, ZONE",452T,77008,ROUTE,2025-07-14,06:37 AM
224551,Tree Removal,2025-07-14 06:37 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","5801 Woodway Dr,  Houston,  Texas,  77057 (Tanglewood Park)","2, ZONE",491K,77057,ROUTE,2025-07-14,06:37 AM
224553,Tree Removal,2025-07-14 08:15 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","311 E 34Th St,  Houston,  Texas,  77018","3, ZONE",453N,77018,CLOSED,2025-07-14,08:15 AM
224555,Tree Removal,2025-07-14 08:20 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","5647 Meadow Creek Ln,  Houston,  Texas,  77017","5, ZONE",536T,77017,ROUTE,2025-07-14,08:20 AM
224558,Tree Trim,2025-07-14 09:51 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","Waugh Dr & Allen Pkwy,  Houston,  Texas,  77019","2, ZONE",492M,77019,CLOSED,2025-07-14,09:51 AM
224562,Tree Trim,2025-07-14 10:08 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","1702 Francis St,  Houston,  Texas,  77004","2, ZONE",493U,77004,ROUTE,2025-07-14,10:08 AM
224570,Tree Removal,2025-07-14 10:35 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","6323 Deerwood Rd,  Houston,  Texas,  77057","2, ZONE",491J,77057,ROUTE,2025-07-14,10:35 AM
224571,Tree Removal,2025-07-14 10:38 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","1900 Kane St,  Houston,  Texas,  77007 (MECA)","2, ZONE",493K,77007,CLOSED,2025-07-14,10:38 AM
224572,Tree Trim,2025-07-14 10:46 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","10402 Rockcrest Rd,  Houston,  Texas,  77041","3, ZONE",449H,77041,ROUTE,2025-07-14,10:46 AM
224573,Tree Trim,2025-07-14 10:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","3724 Robertson St,  Houston,  Texas,  77009 (Looscan Elementary School)","4, ZONE",453Z,77009,CLOSED,2025-07-14,10:47 AM
224577,Tree Trim,2025-07-14 11:59 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","411 Richmond Ave,  Houston,  Texas,  77002","2, ZONE",493X,77002,CLOSED,2025-07-14,11:59 AM
224579,Tree Removal,2025-07-14 12:24 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","708 Rouse St,  Houston,  Texas,  77020","4, ZONE",494H,77020,CLOSED,2025-07-14,12:24 PM
224583,Tree Trim,2025-07-14 12:30 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","5119 Michael Dr,  Houston,  Texas,  77017","5, ZONE",535R,77017,CLOSED,2025-07-14,12:30 PM
224584,Tree Trim,2025-07-14 12:43 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5202 Bayou Glen Rd,  Houston,  Texas,  77056","2, ZONE",491L,77056,ROUTE,2025-07-14,12:43 PM
224586,Tree Removal,2025-07-14 12:58 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","201 Vanderpool Ln,  Houston,  Texas,  77024","2, ZONE",490J,77024,CLOSED,2025-07-14,12:58 PM
224588,Tree Trim,2025-07-14 01:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","6509 Knox St,  Houston,  Texas,  77091","3, ZONE",412Y,77091,CLOSED,2025-07-14,01:42 PM
224590,Tree Removal,2025-07-14 02:35 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Bering Dr & Woodway Dr,  Houston,  Texas,  77057 (Tanglewood Park - Tennis Courts)","2, ZONE",491K,77057,CLOSED,2025-07-14,02:35 PM
224592,Tree Trim,2025-07-14 03:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","9099 Braeburn Valley Dr,  Houston,  Texas,  77074","7, ZONE",530Q,77074,CLOSED,2025-07-14,03:33 PM
224593,Tree Trim,2025-07-14 03:48 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","3731 Ward St,  Houston,  Texas,  77021","6, ZONE",533L,77021,CLOSED,2025-07-14,03:48 PM
224595,Tree Trim,2025-07-14 04:29 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","8127 Brockton St,  Houston,  Texas,  77017","5, ZONE",535K,77017,ROUTE,2025-07-14,04:29 PM
224596,Tree Trim,2025-07-14 04:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1410 Oak Tree Dr,  Houston,  Texas,  77055 (Hazard Tree Removal Program)","3, ZONE",450X,77055,ROUTE,2025-07-14,04:32 PM
224597,Tree Removal,2025-07-14 04:39 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA","212 Parkview St,  Houston,  Texas,  77009 (Woodland Park)","3, ZONE",493C,77009,CLOSED,2025-07-14,04:39 PM
224599,Tree Trim,2025-07-14 06:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","16355 Angel Island Ln,  Houston,  Texas,  77053 (Blueridge Park)","7, ZONE",611B,77053,CLOSED,2025-07-14,06:17 PM
224600,Tree Trim,2025-07-14 06:18 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","3846 Polk St,  Houston,  Texas,  77023","5, ZONE",494S,77023,ROUTE,2025-07-14,06:18 PM
224601,Tree Trim,2025-07-14 10:10 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","2650 Memorial Dr,  Houston,  Texas,  77007","2, ZONE",493J,77007,CLOSED,2025-07-14,10:10 PM
224602,Tree Removal,2025-07-15 03:12 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","7355 Thurow St,  Houston,  Texas,  77087","6, ZONE",535J,77087,CLOSED,2025-07-15,03:12 AM
224604,Tree Trim,2025-07-15 07:01 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","4258 T.C. Jester Blvd,  Houston,  Texas,  77018","3, ZONE",451M,77018,ROUTE,2025-07-15,07:01 AM
224607,Tree Trim,2025-07-15 07:31 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","631 Sulphur St,  Houston,  Texas,  77034","5, ZONE",576F,77034,CLOSED,2025-07-15,07:31 AM
224611,Tree Trim,2025-07-15 07:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","4943 Ridgecreek Dr,  Houston,  Texas,  77053","7, ZONE",611C,77053,CLOSED,2025-07-15,07:54 AM
224613,Tree Removal,2025-07-15 08:24 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7400 Maple Tree Dr,  Houston,  Texas,  77088 (Vogel Creek Hike and Bike Trail)","3, ZONE",411U,77088,CLOSED,2025-07-15,08:24 AM
224614,Tree Trim,2025-07-15 08:28 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7634 Streamside Dr,  Houston,  Texas,  77088","3, ZONE",411U,77088,CLOSED,2025-07-15,08:28 AM
224615,Tree Trim,2025-07-15 08:40 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","5635 W Bellfort Ave,  Houston,  Texas,  77035","7, ZONE",571A,77035,CLOSED,2025-07-15,08:40 AM
224616,Tree Trim,2025-07-15 08:50 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","7550 Almeda Genoa Rd,  Houston,  Texas,  77075","6, ZONE",575N,77075,CLOSED,2025-07-15,08:50 AM
224621,Tree Removal,2025-07-15 09:16 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5615 Richmond Ave,  Houston,  Texas,  77057","2, ZONE",491X,77057,CLOSED,2025-07-15,09:16 AM
224622,Tree Trim,2025-07-15 09:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","6400 High Star Dr,  Houston,  Texas,  77074 (Southwest Multi-Service Center)","7, ZONE",531E,77074,ROUTE,2025-07-15,09:54 AM
224623,Tree Removal,2025-07-15 10:05 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","204 Pheasant St,  Houston,  Texas,  77018","3, ZONE",452M,77018,CLOSED,2025-07-15,10:05 AM
224625,Tree Removal,2025-07-15 10:57 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","918 Redan St,  Houston,  Texas,  77009","3, ZONE",493B,77009,ROUTE,2025-07-15,10:57 AM
224626,Tree Removal,2025-07-15 11:06 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - CASTILLO, ALEJANDRO","11230 Sagecanyon Dr,  Houston,  Texas,  77089","6, ZONE",616B,77089,CLOSED,2025-07-15,11:06 AM
224627,Tree Trim,2025-07-15 11:23 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","8519 Triola Ln,  Houston,  Texas,  77036","2, ZONE",530J,77036,ROUTE,2025-07-15,11:23 AM
224628,Tree Trim,2025-07-15 11:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY","Chimney Rock Rd & Willowbend Blvd,  Houston,  Texas,  77096","7, ZONE",531X,77096,CLOSED,2025-07-15,11:54 AM
224629,Tree Trim,2025-07-15 12:01 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1523 Heights Blvd,  Houston,  Texas,  77008","3, ZONE",453W,77008,CLOSED,2025-07-15,12:01 PM
224634,Tree Trim,2025-07-15 02:08 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - BHATTARAI, NIMESH","11054 Waxwing St,  Houston,  Texas,  77035","7, ZONE",571C,77035,CLOSED,2025-07-15,02:08 PM
224636,Tree Trim,2025-07-15 02:13 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","2919 Fairhope St,  Houston,  Texas,  77025","7, ZONE",532P,77025,CLOSED,2025-07-15,02:13 PM
224638,Tree Removal,2025-07-15 02:27 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","1614 Wilburforce St,  Houston,  Texas,  77091","3, ZONE",412X,77091,ROUTE,2025-07-15,02:27 PM
224640,Tree Removal,2025-07-15 02:31 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - GHIMIRE, GOPAL","1114 Summer St,  Houston,  Texas,  77007","2, ZONE",493G,77007,ROUTE,2025-07-15,02:31 PM
224641,Tree Removal,2025-07-15 02:33 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY","5326 Fayette St,  Houston,  Texas,  77056","2, ZONE",491U,77056,CLOSED,2025-07-15,02:33 PM
224657,Tree Trim,2025-07-15 03:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - LEIJA, DANIEL","7889 Little York Rd,  Houston,  Texas,  77016","4, ZONE",415T,77016,CLOSED,2025-07-15,03:24 PM
