workorderid,description,priority,status,submit_to,proj_start_date,proj_finish_date,actual_start,actual_finish,shop,map_page,address,location,category,date_initiated,project,total_cost,comments,zone,request_ids,resolution,sr_problem_code,sr_description,sr_priority,projected_start_date,projected_start_time,projected_finish_date,projected_finish_time,actual_start_date,actual_start_time,actual_finish_date,actual_finish_time,initiated_date,initiated_time
369330,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE 2",2023-09-05 07:39:00,2023-09-06 07:39:00,2023-09-05 07:39:00,2023-09-08 12:00:00,03,451L,5235 Saxon Dr (Mangum Manor Park),Pick debris from 6 different  locations inside  Mangum Manor Park. Walk around the walking trail where you can find debris in different locations.,TREEMAINTENANCE,2023-09-05 07:39 AM,,0.0,Work order completed. See email attached.,"3, ZONE","198069,198081",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,07:39 AM,2023-09-06,07:39 AM,2023-09-05,07:39 AM,2023-09-08,12:00 PM,2023-09-05,07:39 AM
369331,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 07:45:00,2023-10-05 07:45:00,2023-09-25 12:00:00,2023-11-14 12:00:00,C,451L,5235 Saxon Dr (Magnum Manor Park),Remove and stump grind two dead Hackberry trees in Magnum Manor Park. Location is south east of  children's play area.,TREEMAINTENANCE,2023-09-05 07:45 AM,FY24 - Prime Trees,567.0,Invoice #149169,"3, ZONE","198069,198081",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,07:45 AM,2023-10-05,07:45 AM,2023-09-25,12:00 PM,2023-11-14,12:00 PM,2023-09-05,07:45 AM
369332,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 07:52:00,2023-10-05 07:52:00,2023-09-25 12:00:00,2023-11-06 12:00:00,C,451L,5235 Saxon Dr (Magnum Manor Park),"Trim all the deadwoods of six post oaks  and two chinese tallows trees inside Magnum Manor Park.  5 post oak in Western corner, one post oak in North side and two Chinese tallows on  south east along walking trail.",TREEMAINTENANCE,2023-09-05 07:52 AM,FY24 - Prime Trees,798.0,Invoice #148903,"3, ZONE","198069,198081",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,07:52 AM,2023-10-05,07:52 AM,2023-09-25,12:00 PM,2023-11-06,12:00 PM,2023-09-05,07:52 AM
369333,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-09-05 09:02:00,2024-09-04 09:02:00,2023-09-05 09:02:00,2023-09-05 12:00:00,D,534S,5118 RIDGEWAY DR,"2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2023-09-05 09:02 AM,,0.0,"(Copied from Service Request 193437): ""Please see customer's updated plan.""","6, ZONE",193437,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-09-05,09:02 AM,2024-09-04,09:02 AM,2023-09-05,09:02 AM,2023-09-05,12:00 PM,2023-09-05,09:02 AM
369334,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 09:38:00,2023-10-05 09:38:00,2023-09-25 12:00:00,2023-11-22 12:00:00,A,450L,9025 Pitner Rd (James W Lee Park),Remove and stump grind five dead and dying trees inside James Lee Park. Four Sweetgums and one Elm trees by child play area and valleyfield side of park.,TREEMAINTENANCE,2023-09-05 09:38 AM,FY24 - Prime Trees,1275.75,Invoice #149606,"3, ZONE",197977,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,09:38 AM,2023-10-05,09:38 AM,2023-09-25,12:00 PM,2023-11-22,12:00 PM,2023-09-05,09:38 AM
369335,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE 2",2023-09-05 10:44:00,2023-10-05 10:44:00,2023-09-05 10:44:00,2023-09-13 12:00:00,H,453F,"8719 Meta St,  Houston,  Texas,  77022",Trim 3 trees to south of intersection and 2 north of intersection for view obstruction  and street and roof clearance ,TREEMAINTENANCE,2023-09-05 10:44 AM,,375.9,Work order completed. See email and photos attached.,"4, ZONE",197759,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,10:44 AM,2023-10-05,10:44 AM,2023-09-05,10:44 AM,2023-09-13,12:00 PM,2023-09-05,10:44 AM
369336,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"GSM, CENTRAL",2023-09-05 10:59:00,2023-09-06 10:59:00,2023-09-05 10:59:00,2023-09-06 12:00:00,I,534G,6200 Wheeler St (Gragg Park),Pick up the debris from the park at wheeler road. Low priority ,TREEMAINTENANCE,2023-09-05 10:59 AM,,0.0,Sent to Chris Carroll,"6, ZONE",198062,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,10:59 AM,2023-09-06,10:59 AM,2023-09-05,10:59 AM,2023-09-06,12:00 PM,2023-09-05,10:59 AM
369337,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 11:02:00,2024-04-24 11:02:00,2024-04-10 12:00:00,2024-05-03 12:00:00,I,534G,6200 Wheeler St (Gragg Park),Remove one hollow oak tree inside the park at wheeler st around parking lot at round about and grind stump. ,TREEMAINTENANCE,2023-09-05 11:02 AM,FY24 - Prime Trees,845.25,Invoice #158856,"6, ZONE",198062,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,11:02 AM,2024-04-24,11:02 AM,2024-04-10,12:00 PM,2024-05-03,12:00 PM,2023-09-05,11:02 AM
369338,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 11:44:00,2023-10-05 11:44:00,2023-09-26 12:00:00,2023-10-15 12:00:00,H,453Q,"603 Caplin St,  Houston,  Texas,  77022","Trim deadwood from 28"" American sycamore infront of address",TREEMAINTENANCE,2023-09-05 11:44 AM,FY24 - Westco Grounds,100.0,Invoice #64017,"4, ZONE",198056,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,11:44 AM,2023-10-05,11:44 AM,2023-09-26,12:00 PM,2023-10-15,12:00 PM,2023-09-05,11:44 AM
369339,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE",2023-09-05 13:10:00,2023-09-06 13:10:00,2023-09-05 13:10:00,2023-09-07 15:04:00,07,535N,"7437 Thurow St,  Houston,  Texas,  77087",Pick up the debris at evergreen rd and throw st. Low priority ,TREEMAINTENANCE,2023-09-05 01:10 PM,,0.0,"(Copied from Service Request 198078): ""Limbs broken and hanging.""","6, ZONE",198078,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,01:10 PM,2023-09-06,01:10 PM,2023-09-05,01:10 PM,2023-09-07,03:04 PM,2023-09-05,01:10 PM
369340,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-09-05 13:21:00,2023-09-06 13:21:00,2023-09-05 13:21:00,2023-09-08 07:14:00,02,452Z,"1148 Nicholson St,  Houston,  Texas,  77008",Remove the broken and hanging branches of live oak tree in RoW and clear the STOP sign obstruction by the side of address.,TREEMAINTENANCE,2023-09-05 01:21 PM,,73.5,"(Copied from Service Request 197177): ""LARGE CITY TREE LIMB HANGING BLOCKING STOP SIGN BLOCKING MOTORIST'S VIEW""","3, ZONE",197177,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,01:21 PM,2023-09-06,01:21 PM,2023-09-05,01:21 PM,2023-09-08,07:14 AM,2023-09-05,01:21 PM
369341,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 13:27:00,2023-10-05 13:27:00,2023-09-25 12:00:00,2023-10-30 12:00:00,I,535N,"7501 Kingsley St,  Houston,  Texas,  77087",Remove one dead tallow tree in front of the address. ,TREEMAINTENANCE,2023-09-05 01:27 PM,FY24 - Prime Trees,262.5,Invoice #148903,"6, ZONE",197744,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,01:27 PM,2023-10-05,01:27 PM,2023-09-25,12:00 PM,2023-10-30,12:00 PM,2023-09-05,01:27 PM
369342,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2023-09-05 13:28:00,2023-09-15 13:28:00,2023-09-05 13:28:00,2023-09-30 08:55:00,03,532C,"2132 Tangley St,  Houston,  Texas,  77005",Pickup 1 broken limb in area between the street and sidewalk ,TREEMAINTENANCE,2023-09-05 01:28 PM,,0.0,"(Copied from Service Request 198030): ""Tree is on left hand side.""","7, ZONE",198030,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,01:28 PM,2023-09-15,01:28 PM,2023-09-05,01:28 PM,2023-09-30,08:55 AM,2023-09-05,01:28 PM
369344,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 13:31:00,2023-10-05 13:31:00,2023-09-25 12:00:00,2023-10-10 12:00:00,C,453W,"217 E 12th St,  Houston,  Texas,  77008",Trim all the deadwood and low hanging branches of two live oaks in RoW infront of the address 14ft above street.,TREEMAINTENANCE,2023-09-05 01:31 PM,FY24 - Prime Trees,220.5,Invoice #147661,"3, ZONE",198063,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,01:31 PM,2023-10-05,01:31 PM,2023-09-25,12:00 PM,2023-10-10,12:00 PM,2023-09-05,01:31 PM
369345,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 13:48:00,2023-10-05 13:48:00,2023-09-25 12:00:00,2023-10-13 12:00:00,H,453U,"5109 Fulton St,  Houston,  Texas,  77009",Trim 2 trees at the intersection for street clearance and sidewalk clearance ,TREEMAINTENANCE,2023-09-05 01:48 PM,FY24 - Prime Trees,168.0,Invoice #147661,"4, ZONE",197968,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,01:48 PM,2023-10-05,01:48 PM,2023-09-25,12:00 PM,2023-10-13,12:00 PM,2023-09-05,01:48 PM
369346,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 13:54:00,2023-10-05 13:54:00,2023-09-26 12:00:00,2023-10-15 12:00:00,H,453W,"4601 Oak Ridge St,  Houston,  Texas,  77009","Trim the low hangings branches of 25"" and 30"" Live Oaks (in front of 4601 Oak Ridge and 1124 Algregg) in the intersection 14ft above the street.",TREEMAINTENANCE,2023-09-05 01:54 PM,FY24 - Westco Grounds,200.0,Invoice #64017,"3, ZONE",198045,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,01:54 PM,2023-10-05,01:54 PM,2023-09-26,12:00 PM,2023-10-15,12:00 PM,2023-09-05,01:54 PM
369347,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 13:58:00,2023-10-05 13:58:00,2023-09-25 12:00:00,2023-12-12 12:00:00,C,532D,"1828 Albans Rd,  Houston,  Texas,  77005","Remove and stump grind dead 21"" pecan",TREEMAINTENANCE,2023-09-05 01:58 PM,FY24 - Prime Trees,336.0,Invoice #150465,"7, ZONE",197641,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-05,01:58 PM,2023-10-05,01:58 PM,2023-09-25,12:00 PM,2023-12-12,12:00 PM,2023-09-05,01:58 PM
369348,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-05 14:25:00,2023-10-05 14:25:00,2023-09-25 12:00:00,2024-03-26 12:00:00,H,453Z,"1614 Bigelow St,  Houston,  Texas,  77009",Trim white ash next to address for street clearance ,TREEMAINTENANCE,2023-09-05 02:25 PM,FY24 - Prime Trees,89.25,Invoice #155977,"4, ZONE",197846,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-05,02:25 PM,2023-10-05,02:25 PM,2023-09-25,12:00 PM,2024-03-26,12:00 PM,2023-09-05,02:25 PM
369351,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-09-06 06:48:00,2023-09-07 06:48:00,2023-09-06 06:48:00,2023-09-06 08:53:00,01,451P,"11608 Hempstead Rd,  Houston,  Texas,  77092",Trim/remove the broken branch of green Ash in RoW and clear the obstructed road lanes. HIGH PRIORITY ,TREEMAINTENANCE,2023-09-06 06:48 AM,,94.5,"(Copied from Service Request 198108): ""TREE LIMB STILL ATTACH TO TREE BUT PART OF IT FELL ON DRIVE WAY AND IS BLOCKING ENTRANCE TREE IS ON THE CITY RIGHT OF WAY""","3, ZONE",198108,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-06,06:48 AM,2023-09-07,06:48 AM,2023-09-06,06:48 AM,2023-09-06,08:53 AM,2023-09-06,06:48 AM
369352,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE 2",2023-09-06 07:20:00,2023-09-16 07:20:00,2023-09-06 07:20:00,2023-09-08 12:00:00,C,452N,"E T C Jester Blvd & Chippendale Rd, Houston, Texas, 77018",Pick the debris from esplanade of C Jester Blvd by the intersection ,TREEMAINTENANCE,2023-09-06 07:20 AM,,0.0,Work order completed. See email attached.,"3, ZONE",196842,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,07:20 AM,2023-09-16,07:20 AM,2023-09-06,07:20 AM,2023-09-08,12:00 PM,2023-09-06,07:20 AM
369353,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-09-06 07:23:00,2023-09-16 07:23:00,2023-09-06 07:23:00,2023-09-07 08:45:00,02,452N,"T C Jester Blvd & Du Barry Ln, Houston, Texas, 77018",Remove a dying Burr oak in the esplanade along T C Jester Blvd near the intersection at Du Barry and also trim the broken/dead branches of another Burr oak in the same esplanade  next to the dead tree.,TREEMAINTENANCE,2023-09-06 07:23 AM,,0.0,"(Copied from Service Request 196842): ""Remove a dying tree in the esplanade along T C Jester Blvd near the intersection at Du Barry.""","3, ZONE",196842,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,07:23 AM,2023-09-16,07:23 AM,2023-09-06,07:23 AM,2023-09-07,08:45 AM,2023-09-06,07:23 AM
369355,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-09-06 09:12:00,2023-09-07 09:12:00,2023-09-06 09:12:00,2023-09-08 14:41:00,05,534S,"5217 Anzio Rd,  Houston,  Texas,  77033",Remove large broken and hanging limb blocking the street. ,TREEMAINTENANCE,2023-09-06 09:12 AM,,115.5,"Attempted service on 9/7/23, but there was a parked truck obstructing the work site. Will reschedule.","6, ZONE",198097,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,09:12 AM,2023-09-07,09:12 AM,2023-09-06,09:12 AM,2023-09-08,02:41 PM,2023-09-06,09:12 AM
369356,TRIM BY IN-HOUSE,2,CLOSED,"GSM, CENTRAL",2023-09-06 09:54:00,2023-10-06 09:54:00,2024-01-11 15:37:00,2024-01-13 12:00:00,I,534L,"6301 Real St,  Houston,  Texas,  77087",Trim 7 live oaks along sidewalk in front of school fence for street and sidewalk clearance. ,TREEMAINTENANCE,2023-09-06 09:54 AM,,512.4,Completed on 01/13/2024. See email attached.,"6, ZONE",198128,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,09:54 AM,2023-10-06,09:54 AM,2024-01-11,03:37 PM,2024-01-13,12:00 PM,2023-09-06,09:54 AM
369357,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE",2023-09-06 10:22:00,2023-09-07 10:22:00,2023-09-06 10:22:00,2023-12-18 12:22:00,06,534H,"6801 Moss Rose St,  Houston,  Texas,  77087",Pick up the debris staked across the street.  Low priority ,TREEMAINTENANCE,2023-09-06 10:22 AM,,0.0,Sent to Chris Carroll,"5, ZONE",198122,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-06,10:22 AM,2023-09-07,10:22 AM,2023-09-06,10:22 AM,2023-12-18,12:22 PM,2023-09-06,10:22 AM
369358,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-09-06 10:59:00,2024-09-05 10:59:00,2023-09-06 10:59:00,2023-09-06 12:00:00,B,494G,"4726 Vernon St,  Houston,  Texas,  77020","2 Live oak - 1 1/2"" caliper ",TREEPLANTING,2023-09-06 10:59 AM,,0.0,"(Copied from Service Request 197243): ""Please see customer's response.""","5, ZONE",197243,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-09-06,10:59 AM,2024-09-05,10:59 AM,2023-09-06,10:59 AM,2023-09-06,12:00 PM,2023-09-06,10:59 AM
369359,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-09-06 11:15:00,2024-09-05 11:15:00,2023-09-06 11:15:00,2023-09-06 12:00:00,F,490X,"3411 Jeanetta St,  Houston,  Texas,  77063","3 Bur Oak - 2"" caliper 
2 Basswood - 1 1/2"" caliper 
1 American Elm - 1 1/2"" caliper ",TREEPLANTING,2023-09-06 11:15 AM,,0.0,"(Copied from Service Request 197724): ""Please see customer's response.""","2, ZONE",197724,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7.0,2023-09-06,11:15 AM,2024-09-05,11:15 AM,2023-09-06,11:15 AM,2023-09-06,12:00 PM,2023-09-06,11:15 AM
369360,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-06 11:32:00,2023-10-06 11:32:00,2023-09-25 12:00:00,2023-11-06 12:00:00,I,534C,"5619 Craig St, Houston, Texas, 77023",Remove one dead tree at the intersection of Craig St and Sibley st.,TREEMAINTENANCE,2023-09-06 11:32 AM,FY24 - Prime Trees,246.75,Invoice #148903,"5, ZONE",196652,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-06,11:32 AM,2023-10-06,11:32 AM,2023-09-25,12:00 PM,2023-11-06,12:00 PM,2023-09-06,11:32 AM
369361,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-06 11:40:00,2023-10-06 11:40:00,2023-09-25 12:00:00,2023-10-19 12:00:00,C,452R,540 W 34th St (Graham Park),Remove and stump grind 14 dead trees inside Graham Park. Trees are along the border of fence on its south ( south of children play area).,TREEMAINTENANCE,2023-09-06 11:40 AM,FY24 - Prime Trees,4331.25,Invoice #147801,"3, ZONE",196552,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,11:40 AM,2023-10-06,11:40 AM,2023-09-25,12:00 PM,2023-10-19,12:00 PM,2023-09-06,11:40 AM
369362,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-06 11:48:00,2023-10-06 11:48:00,2023-09-25 12:00:00,2023-11-08 12:00:00,C,452R,540 W 34th St (Graham Park),Trim allthe dead woods and low hanging branches of 9 trees inside Graham Park. Post oaks and live oaks/ Ash by children play area and one oak by tennis court.,TREEMAINTENANCE,2023-09-06 11:48 AM,FY24 - Prime Trees,777.0,Invoice #148903,"3, ZONE",196552,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,11:48 AM,2023-10-06,11:48 AM,2023-09-25,12:00 PM,2023-11-08,12:00 PM,2023-09-06,11:48 AM
369363,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2023-09-06 11:52:00,2023-09-16 11:52:00,2023-09-06 11:52:00,2023-09-08 07:12:00,01,452Z,1000 W 12th St (Love Park),Pick up debris piles outside fence at Love Park. ,TREEMAINTENANCE,2023-09-06 11:52 AM,,0.0,"(Copied from Service Request 198049): ""Tree debris left behind by contractor. Per Jeremy, please check to see if the debris is from trees that were trimmed to clear utility lines.""","3, ZONE",198049,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,11:52 AM,2023-09-16,11:52 AM,2023-09-06,11:52 AM,2023-09-08,07:12 AM,2023-09-06,11:52 AM
369364,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE 2",2023-09-06 12:01:00,2023-09-16 12:01:00,2023-09-06 12:01:00,2023-09-08 12:00:00,C,452R,540 W 34th St (Graham Park),"Remove five small dead trees (<10"" dia) from Graham Park. One tree by w34th st others by sitting area and children playfield.",TREEMAINTENANCE,2023-09-06 12:01 PM,,0.0,Work order completed. See email attached.,"3, ZONE",196552,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,12:01 PM,2023-09-16,12:01 PM,2023-09-06,12:01 PM,2023-09-08,12:00 PM,2023-09-06,12:01 PM
369365,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-09-06 12:35:00,2023-09-16 12:35:00,2023-09-06 12:35:00,2023-09-25 10:41:00,04,453S,"1002 E 28th St,  Houston,  Texas,  77009",Remove three small dead trees planted along the ditch in RoW across the street of the address.,TREEMAINTENANCE,2023-09-06 12:35 PM,,0.0,"(Copied from Service Request 196606): ""TREE LEANING AND DYING - PLEASE REMOVE""","3, ZONE",196606,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-09-06,12:35 PM,2023-09-16,12:35 PM,2023-09-06,12:35 PM,2023-09-25,10:41 AM,2023-09-06,12:35 PM
369366,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-06 12:56:00,2023-10-06 12:56:00,2023-09-26 12:00:00,2023-10-22 12:00:00,C,452V,"419 W 26th St,  Houston,  Texas,  77008","Trim all deadwood and limbs of 30"" Elm in alleyway at backside of address. Trim limbs 8ft away from private walls. Backside is accessible from both Ashland and Nicholson.",TREEMAINTENANCE,2023-09-06 12:56 PM,FY24 - Westco Grounds,100.0,Invoice #64131,"3, ZONE",196572,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-06,12:56 PM,2023-10-06,12:56 PM,2023-09-26,12:00 PM,2023-10-22,12:00 PM,2023-09-06,12:56 PM
369367,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-09-06 13:00:00,2024-09-05 13:00:00,2023-09-06 13:00:00,2023-09-06 12:00:00,C,492Y,"2214 Bartlett St,  Houston,  Texas,  77098","1 Water Oak - 4"" caliper ",TREEPLANTING,2023-09-06 01:00 PM,,0.0,"(Copied from Service Request 197787): ""Please show if keeping trees or if wanting to remove and show 2 protected trees on plan""","7, ZONE",197787,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-09-06,01:00 PM,2024-09-05,01:00 PM,2023-09-06,01:00 PM,2023-09-06,12:00 PM,2023-09-06,01:00 PM
369368,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-09-06 13:32:00,2024-09-05 13:32:00,2023-09-06 13:32:00,2023-09-06 12:00:00,B,455T,"5618 Eastland St,  Houston,  Texas,  77028","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2023-09-06 01:32 PM,,0.0,"(Copied from Service Request 197941): ""No trees onROW. No protected trees on setback.""","4, ZONE",197941,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-09-06,01:32 PM,2024-09-05,01:32 PM,2023-09-06,01:32 PM,2023-09-06,12:00 PM,2023-09-06,01:32 PM
369369,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-06 14:01:00,2023-10-06 14:01:00,2023-09-25 12:00:00,2023-12-21 12:00:00,C,452U,821 W 22nd St (Wright-Bembry Park),Remove and stump grind one dead Ash tree in RoW at the backside of the address in Alleyway. You can  drive either from park entrance to walking trails or from N Durham side. Tree is not marked.,TREEMAINTENANCE,2023-09-06 02:01 PM,FY24 - Prime Trees,845.25,Invoice #151186,"3, ZONE",196569,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-06,02:01 PM,2023-10-06,02:01 PM,2023-09-25,12:00 PM,2023-12-21,12:00 PM,2023-09-06,02:01 PM
369372,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-07 07:55:00,2023-10-07 07:55:00,2023-09-25 12:00:00,2023-11-03 12:00:00,A,447S,"Groeschke Rd & Saums Rd, Houston, Texas, 77084","Remove and stump grind one 33"" hackberry tree in Pecan Grove section of Cullen park ( across saums rd of given intersection.",TREEMAINTENANCE,2023-09-07 07:55 AM,FY24 - Prime Trees,582.75,Invoice #149606,"3, ZONE",198173,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-07,07:55 AM,2023-10-07,07:55 AM,2023-09-25,12:00 PM,2023-11-03,12:00 PM,2023-09-07,07:55 AM
369373,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"GSM, WEST",2023-09-07 08:00:00,2023-09-08 08:00:00,2023-09-07 08:00:00,2024-01-30 12:00:00,07,447S,"Groeschke Rd & Saums Rd, Houston, Texas, 77084","Pick all the debris/ broken branches of pecans from 20 different locations insode Pecan Grove section of Cullen Park, South of given intersection.Low priority",TREEMAINTENANCE,2023-09-07 08:00 AM,,0.0,Completed on 01/30/2024. See email attached.,"3, ZONE",198173,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-07,08:00 AM,2023-09-08,08:00 AM,2023-09-07,08:00 AM,2024-01-30,12:00 PM,2023-09-07,08:00 AM
369374,WATER TREES,4,CLOSED,"UF, IN-HOUSE 2",2023-09-14 08:29:00,2023-09-28 08:29:00,2023-09-14 08:29:00,2023-09-12 10:28:00,09,411Z,2800 W LITTLE YORK RD (SYLVESTER TURNER PARK),Water 1 new Live Oak tree at Sylvester Turner Park. Watering ends on 12/17/23.,TREEPLANTING,2023-09-07 08:29 AM,,0.0,,"3, ZONE",183549,00 - Work completed by in-house or contractor.,Tree Planting,Tree Planting Inspection,5.0,2023-09-14,08:29 AM,2023-09-28,08:29 AM,2023-09-14,08:29 AM,2023-09-12,10:28 AM,2023-09-07,08:29 AM
369375,WATER TREES,4,CLOSED,"UF, IN-HOUSE 2",2023-09-14 08:33:00,2023-09-28 08:33:00,2023-09-14 08:33:00,2023-09-12 10:40:00,10,411Z,2800 W LITTLE YORK RD (SYLVESTER TURNER PARK),Water 4 new Live Oaks (100-gallon) at Sylvester Turner Park. Use 2195 key to unlock gate on Wall St. Watering ends on 12/28/24.,TREEPLANTING,2023-09-07 08:33 AM,,0.0,,"3, ZONE",183549,00 - Work completed by in-house or contractor.,Tree Planting,Tree Planting Inspection,5.0,2023-09-14,08:33 AM,2023-09-28,08:33 AM,2023-09-14,08:33 AM,2023-09-12,10:40 AM,2023-09-07,08:33 AM
369376,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-09-07 08:50:00,2023-10-07 08:50:00,2023-09-26 12:00:00,2023-10-22 12:00:00,C,493S,"410 W Main St,  Houston,  Texas,  77006","Prune deadwood from 28"" pecan at intersection ",TREEMAINTENANCE,2023-09-07 08:50 AM,FY24 - Westco Grounds,100.0,Invoice #64131,"2, ZONE",198134,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-09-07,08:50 AM,2023-10-07,08:50 AM,2023-09-26,12:00 PM,2023-10-22,12:00 PM,2023-09-07,08:50 AM
