workorderid,description,priority,status,submit_to,proj_start_date,proj_finish_date,actual_start,actual_finish,shop,map_page,address,location,category,date_initiated,project,total_cost,comments,zone,request_ids,resolution,sr_problem_code,sr_description,sr_priority,projected_start_date,projected_start_time,projected_finish_date,projected_finish_time,actual_start_date,actual_start_time,actual_finish_date,actual_finish_time,initiated_date,initiated_time
380930,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE",2024-06-26 14:06:00,2024-06-27 14:06:00,2024-06-26 14:06:00,2024-08-06 09:25:00,H,494T,"5000 Harrisburg Blvd,  Houston,  Texas,  77011 (Eastwood Park)",Pick up all the debris around the park staked along Harrisburg and Dumbledore st. Low priority ,TREEMAINTENANCE,2024-06-26 02:06 PM,,0.0,Canceling work order. Storm debris to be collected by the Solid Waste Department.,"5, ZONE",209290,08 - Canceled. Work not approved by manager.,Tree Removal,Tree Removal Inspection,0.0,2024-06-26,02:06 PM,2024-06-27,02:06 PM,2024-06-26,02:06 PM,2024-08-06,09:25 AM,2024-06-26,02:06 PM
380931,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-26 14:13:00,2024-07-26 14:13:00,2024-07-25 12:00:00,2024-10-15 12:00:00,H,493B,"630 Bayland Ave,  Houston,  Texas,  77009","Prune six trees ( 18""live oak, 24"" Chinese tallow,  14"" pear and three 12"" Crape Myrtle at intersection  of Bayland Avenue & Reagan St.",TREEMAINTENANCE,2024-06-26 02:13 PM,FY25 - Prime Trees,467.25,Invoice #174350.,"3, ZONE",209143,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-26,02:13 PM,2024-07-26,02:13 PM,2024-07-25,12:00 PM,2024-10-15,12:00 PM,2024-06-26,02:13 PM
380940,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-26 14:53:00,2024-07-26 14:53:00,2024-07-25 12:00:00,2024-10-03 12:00:00,C,452Z,"1334 Allston St,  Houston,  Texas,  77008","Go to the alleyway at the backside of given address and remove all broken/hanging and low handling branches of 30"" pecan tree. Also remove all the growing vines and make the limbs above 8ft from garage roof. Acees either from W 14th or W 13th St. ",TREEMAINTENANCE,2024-06-26 02:53 PM,,105.0,"Per contractor, completed upon arrival. See email attached. Work order cancelled.","3, ZONE",209294,07 - Canceled. Work already completed upon arrival.,Tree Removal,Tree Removal Inspection,0.0,2024-06-26,02:53 PM,2024-07-26,02:53 PM,2024-07-25,12:00 PM,2024-10-03,12:00 PM,2024-06-26,02:53 PM
380952,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-06-26 15:20:00,2024-07-06 15:20:00,2024-06-26 15:20:00,2024-12-17 14:49:00,10,449Z,"1221 Conrad Sauer Dr, Houston, Texas, 77043",Prune over grown vegetation for street clearance and obstruction. On the side of homem along Westview drive. Provide final count upon completion. ,TREEMAINTENANCE,2024-06-26 03:20 PM,,0.0,"(Copied from Service Request 208669): ""Work order created for tree trimming ""","3, ZONE",208669,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-26,03:20 PM,2024-07-06,03:20 PM,2024-06-26,03:20 PM,2024-12-17,02:49 PM,2024-06-26,03:20 PM
380953,TRIM BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2024-06-26 15:54:00,2024-07-26 15:54:00,2024-07-25 12:00:00,2024-07-26 15:54:00,E,297T,"3715 Rock Springs Dr,  Kingwood,  Texas,  77345","Trim 22"" tallow at address for street clearance and street light obstruction ",TREEMAINTENANCE,2024-06-26 03:54 PM,FY26 - Prime Trees,89.25,"(Copied from Service Request 209038): ""22"" Chinese tallow needs to be trimmed for street clearance and street light obstruction ""","4, ZONE",209038,,Tree Trim,Tree Trim Inspection,3.0,2024-06-26,03:54 PM,2024-07-26,03:54 PM,2024-07-25,12:00 PM,2024-07-26,03:54 PM,2024-06-26,03:54 PM
380954,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-26 16:05:00,2024-07-26 16:05:00,2024-07-03 12:00:00,2026-03-25 12:00:00,A,450R,"8510 Kempwood Dr, Houston, Texas, 77080","Remove and stump grind 13"" water oak across from home within esplanade ",TREEMAINTENANCE,2024-06-26 04:05 PM,FY26 - Prime Trees,141.75,Invoice #195840.,"3, ZONE",209279,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-26,04:05 PM,2024-07-26,04:05 PM,2024-07-03,12:00 PM,2026-03-25,12:00 PM,2024-06-26,04:05 PM
380955,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-26 16:15:00,2024-07-26 16:15:00,2024-07-25 12:00:00,2024-11-13 12:00:00,A,450R,"8503 Forest Grove Dr, Houston, Texas, 77080","Prune 35"" ash tree for street clearance. Located infront of property ",TREEMAINTENANCE,2024-06-26 04:15 PM,FY25 - Prime Trees,115.5,Invoice #172822.,"3, ZONE",207830,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-26,04:15 PM,2024-07-26,04:15 PM,2024-07-25,12:00 PM,2024-11-13,12:00 PM,2024-06-26,04:15 PM
380956,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2024-06-26 16:30:00,2024-07-06 16:30:00,2024-06-26 16:30:00,2024-10-17 10:55:00,A,451P,"11514 Hempstead Rd,  Houston,  Texas,  77092",Remove and pick up fallen tree debris across from 11514 Hempstead road at the corner of 2300 Wirtcrest lane and 11400 Hempstead road,TREEMAINTENANCE,2024-06-26 04:30 PM,,0.0,"(Copied from Service Request 208291): ""Work order created for tree debris pick up ""","3, ZONE",208291,07 - Canceled. Work already completed upon arrival.,Tree Removal,Tree Removal Inspection,0.0,2024-06-26,04:30 PM,2024-07-06,04:30 PM,2024-06-26,04:30 PM,2024-10-17,10:55 AM,2024-06-26,04:30 PM
380957,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-06-26 16:41:00,2024-07-06 16:41:00,2024-06-26 16:41:00,2024-10-22 10:19:00,A,451P,"11404 Hempstead Rd,  Houston,  Texas,  77092",Prune and remove broken and hanging tree limb from bradford pear tree located across from 11404 HEMPSTEAD near railroad track. ,TREEMAINTENANCE,2024-06-26 04:41 PM,,105.0,"(Copied from Service Request 208293): ""Work order created for tree trimming ""","3, ZONE",208293,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,0.0,2024-06-26,04:41 PM,2024-07-06,04:41 PM,2024-06-26,04:41 PM,2024-10-22,10:19 AM,2024-06-26,04:41 PM
380974,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-06-27 07:21:00,2024-06-28 07:21:00,2024-06-27 07:21:00,2024-10-11 12:37:00,C,493A,"623 Columbia St,  Houston,  Texas,  77007","Prune bamboo vine obstructing bikers over trail, behind indicated address,  low priority   ",TREEMAINTENANCE,2024-06-27 07:21 AM,,84.0,"(Copied from Service Request 209149): ""Tree trim over the bike trail needs trimming per caller""","3, ZONE",209149,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,07:21 AM,2024-06-28,07:21 AM,2024-06-27,07:21 AM,2024-10-11,12:37 PM,2024-06-27,07:21 AM
380986,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 08:46:00,2024-07-27 08:46:00,2024-07-03 12:00:00,2025-01-13 12:00:00,C,493A,"728 E 7th 1/2 St,  Houston,  Texas,  77007","Remove and stump grind dying 30"" Water oak, in front indicated address ",TREEMAINTENANCE,2024-06-27 08:46 AM,FY26 - Prime Trees,582.75,Tree removed on 1/13/25. Awaiting stump grinding.,"3, ZONE","208736,212420,212431",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,08:46 AM,2024-07-27,08:46 AM,2024-07-03,12:00 PM,2025-01-13,12:00 PM,2024-06-27,08:46 AM
380987,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 08:53:00,2024-07-27 08:53:00,2024-07-25 12:00:00,2025-03-31 12:00:00,I,575A,"7255 Evans St,  Houston,  Texas,  77061","Trim one 23"" Ash tree in front of the address for 14 ft above the street and deadwood removal. ",TREEMAINTENANCE,2024-06-27 08:53 AM,FY25 - Prime Trees,89.25,Invoice #179676.,"6, ZONE",209370,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,08:53 AM,2024-07-27,08:53 AM,2024-07-25,12:00 PM,2025-03-31,12:00 PM,2024-06-27,08:53 AM
380988,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 08:54:00,2024-07-27 08:54:00,2024-07-03 12:00:00,2025-03-13 12:00:00,I,494T,"4729 Woodside St,  Houston,  Texas,  77023","Remove and stump grind dead 27"" water oak infront of property ",TREEMAINTENANCE,2024-06-27 08:54 AM,FY25 - Prime Trees,378.0,Invoice #178853.,"5, ZONE",207902,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,08:54 AM,2024-07-27,08:54 AM,2024-07-03,12:00 PM,2025-03-13,12:00 PM,2024-06-27,08:54 AM
380990,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 08:55:00,2024-07-27 08:55:00,2024-07-25 12:00:00,2024-12-09 12:00:00,C,492H,"222 Yale St,  Houston,  Texas,  77007","Prune 18"" bald cypress  that obstructs the view of the north bound Bridge May Ice In Cold Weather Warning Sign. ",TREEMAINTENANCE,2024-06-27 08:55 AM,FY25 - Prime Trees,84.0,Invoice #173903.,"2, ZONE",209392,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,08:55 AM,2024-07-27,08:55 AM,2024-07-25,12:00 PM,2024-12-09,12:00 PM,2024-06-27,08:55 AM
380994,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 09:06:00,2024-07-27 09:06:00,2024-07-09 12:00:00,2024-11-12 12:00:00,I,575A,"7251 Evans St,  Houston,  Texas,  77061",Remove one dead pecan tree by the driveway in front of the address. ,TREEMAINTENANCE,2024-06-27 09:06 AM,FY25 - Prime Trees,246.75,Invoice #173026.,"6, ZONE","209372,209375",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,09:06 AM,2024-07-27,09:06 AM,2024-07-09,12:00 PM,2024-11-12,12:00 PM,2024-06-27,09:06 AM
380996,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 09:10:00,2024-07-27 09:10:00,2024-07-25 12:00:00,2024-10-07 12:00:00,H,493A,"2712 Norhill Blvd,  Houston,  Texas,  77009"," Prune two Live oak trees (28"" & 32""), for street and sidewalk clearance,  and clear trafffic signs obstruction, - Norhill blvd and 7th St. Intersection ",TREEMAINTENANCE,2024-06-27 09:10 AM,FY25 - Prime Trees,199.5,Invoice #171171.,"3, ZONE",208714,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,09:10 AM,2024-07-27,09:10 AM,2024-07-25,12:00 PM,2024-10-07,12:00 PM,2024-06-27,09:10 AM
380997,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 09:51:00,2024-07-27 09:51:00,2024-07-25 12:00:00,2025-05-02 12:00:00,H,493C,"3115 Houston Ave,  Houston,  Texas,  77009"," Prune two (32"" & 31"") live oak imbs broken and hanging at indicated location ",TREEMAINTENANCE,2024-06-27 09:51 AM,FY25 - Prime Trees,210.0,Invoice #181312.,"3, ZONE",209405,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,09:51 AM,2024-07-27,09:51 AM,2024-07-25,12:00 PM,2025-05-02,12:00 PM,2024-06-27,09:51 AM
380998,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 09:53:00,2024-06-28 09:53:00,2024-08-22 12:00:00,2025-01-06 12:00:00,H,494T,"302 Bryan St, Houston, Texas, 77011","Please remove fallen 15"" elm tree along the Harrisburg hike and bike trail.cross street is Bryan street. Low priority ",TREEMAINTENANCE,2024-06-27 09:53 AM,Derecho Storm - 5/16/24,157.5,Invoice #174881.,"5, ZONE","209293,209354",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,09:53 AM,2024-06-28,09:53 AM,2024-08-22,12:00 PM,2025-01-06,12:00 PM,2024-06-27,09:53 AM
380999,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 10:07:00,2024-06-28 10:07:00,2024-10-24 12:00:00,2025-01-03 12:00:00,H,494T,300 Lockwood St (Harrisburg Rail Trail),Prune and remove broken and hanging tree limbs on two elm trees next to one another along the Harrisburg bike/hike trail. Cross street is 300 Lockwood street. ,TREEMAINTENANCE,2024-06-27 10:07 AM,FY25 - Prime Trees,173.25,Invoice #174881.,"5, ZONE",208927,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,10:07 AM,2024-06-28,10:07 AM,2024-10-24,12:00 PM,2025-01-03,12:00 PM,2024-06-27,10:07 AM
381000,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 10:08:00,2024-07-27 10:08:00,2024-07-03 12:00:00,2025-04-04 12:00:00,I,535E,"7011 Moss Rose St,  Houston,  Texas,  77087",Remove hazardous oak tree in front of the address.  ,TREEMAINTENANCE,2024-06-27 10:08 AM,FY26 - Prime Trees,472.5,Tree removal completed on 04/04/2025. See email attached. Awaiting stump grind.,"5, ZONE","209343,209352",10 - Escalated Work Order,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,10:08 AM,2024-07-27,10:08 AM,2024-07-03,12:00 PM,2025-04-04,12:00 PM,2024-06-27,10:08 AM
381001,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2024-06-27 10:08:00,2024-07-07 10:08:00,2024-06-27 10:08:00,2024-10-17 10:56:00,C,493S,"601 Westheimer Rd,  Houston,  Texas,  77006",Pickup debris at intersection of westheimer and Stanford ,TREEMAINTENANCE,2024-06-27 10:08 AM,,0.0,"(Copied from Service Request 209182): ""Down tree branch on the sidewalk""","2, ZONE",209182,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,10:08 AM,2024-07-07,10:08 AM,2024-06-27,10:08 AM,2024-10-17,10:56 AM,2024-06-27,10:08 AM
381002,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-06-27 10:15:00,2024-07-27 10:15:00,2024-06-27 10:15:00,2024-06-27 12:00:00,G,491N,"6243 Valley Forge Dr,  Houston,  Texas,  77057","Removal Permit for one 12"" and one 14"" Loblolly Pine.",TREEMAINTENANCE,2024-06-27 10:15 AM,,283.5,"(Copied from Service Request 190587): ""Customer replied, ""Thank you for the response, the tree circled in blue is the tree that is in question. Attached are the pictures requested for the dead pine. Just for clarification we would just need to re pla","2, ZONE",190587,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-06-27,10:15 AM,2024-07-27,10:15 AM,2024-06-27,10:15 AM,2024-06-27,12:00 PM,2024-06-27,10:15 AM
381003,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 10:17:00,2024-07-27 10:17:00,2024-07-09 12:00:00,2024-10-07 12:00:00,H,494P,"403 N Stiles St,  Houston,  Texas,  77011","Remove 24"" chinese tallow onside of property. Leaning against fence. ",TREEMAINTENANCE,2024-06-27 10:17 AM,FY25 - Prime Trees,262.5,Invoice #171428,"5, ZONE",209377,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,10:17 AM,2024-07-27,10:17 AM,2024-07-09,12:00 PM,2024-10-07,12:00 PM,2024-06-27,10:17 AM
381004,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-06-27 10:23:00,2024-07-27 10:23:00,2024-06-27 10:23:00,2024-06-27 12:00:00,D,493T,Holman St & Travis St (S-000900-0134-4),"Removal Permit for one 9"" Live Oak.
",TREEMAINTENANCE,2024-06-27 10:23 AM,,0.0,"(Copied from Service Request 208225): ""9"" live oak on Travis side will have pole 3' away from it, and most of tree will have to be pruned (looks like about 60%) they told me they could not it closer to other pole due to water line. They are putting i","2, ZONE",208225,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,0.0,2024-06-27,10:23 AM,2024-07-27,10:23 AM,2024-06-27,10:23 AM,2024-06-27,12:00 PM,2024-06-27,10:23 AM
381005,TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-06-27 10:26:00,2024-07-27 10:26:00,2024-07-25 12:00:00,2024-08-07 08:27:00,01,493F,1711 Johnson St (Summer Street Park),"Prune 21"" Cedar Elm for roof clearance at indicated location. Remove broken and hanging limb. ",TREEMAINTENANCE,2024-06-27 10:26 AM,Hurricane Beryl - 7/8/24,89.25,"(Copied from Service Request 208168): ""The limb is coming from park and leaning to his address (which address is given) - please make contact ""","2, ZONE",208168,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,10:26 AM,2024-07-27,10:26 AM,2024-07-25,12:00 PM,2024-08-07,08:27 AM,2024-06-27,10:26 AM
381006,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-06-27 10:30:00,2024-07-27 10:30:00,2024-06-27 10:30:00,2024-06-27 12:00:00,D,493T,Tuam St & Fannin St (S-000900-0134-4),"Removal Permit for one 13"" Mulberry tree.",TREEMAINTENANCE,2024-06-27 10:30 AM,,141.75,"(Copied from Service Request 208226): ""In addition to authorizing the removal of the Mulberry tree as discussed during the site visit on Tuesday, June 18th, Urban Forestry has determined the best solution to constructing the sidewalk adjacent to the","2, ZONE",208226,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,0.0,2024-06-27,10:30 AM,2024-07-27,10:30 AM,2024-06-27,10:30 AM,2024-06-27,12:00 PM,2024-06-27,10:30 AM
381007,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-06-27 10:35:00,2025-06-27 10:35:00,2024-06-27 10:35:00,2024-06-27 12:00:00,B,455E,"7609 Laura Koppe Rd,  Houston,  Texas,  77028","2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2024-06-27 10:35 AM,,0.0,"(Copied from Service Request 208232): ""Customer sent the site plan.

See email attached.""","4, ZONE",208232,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-06-27,10:35 AM,2025-06-27,10:35 AM,2024-06-27,10:35 AM,2024-06-27,12:00 PM,2024-06-27,10:35 AM
381008,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-06-27 10:38:00,2024-07-27 10:38:00,2024-06-27 10:38:00,2024-06-27 12:00:00,B,455E,"7609 Laura Koppe Rd,  Houston,  Texas,  77028","Removal Permit for one 10"" American Holly and one 15"" American Holly.",TREEMAINTENANCE,2024-06-27 10:38 AM,,372.75,"(Copied from Service Request 208232): ""Customer sent the site plan.

See email attached.""","4, ZONE",208232,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-06-27,10:38 AM,2024-07-27,10:38 AM,2024-06-27,10:38 AM,2024-06-27,12:00 PM,2024-06-27,10:38 AM
381009,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 10:48:00,2024-07-27 10:48:00,2024-07-03 12:00:00,2025-05-20 12:00:00,I,535E,"6925 Myrtle St,  Houston,  Texas,  77087",Remove and stump grind one dead pecan in front of the address. ,TREEMAINTENANCE,2024-06-27 10:48 AM,FY25 - Prime Trees,336.0,Invoice #182401.,"5, ZONE",208592,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,10:48 AM,2024-07-27,10:48 AM,2024-07-03,12:00 PM,2025-05-20,12:00 PM,2024-06-27,10:48 AM
381010,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 11:02:00,2024-07-27 11:02:00,2024-07-25 12:00:00,2024-10-08 12:00:00,I,535E,"7223 Dahlia St,  Houston,  Texas,  77012","Trim one 23"" pecan tree in front of the address for street,  sidewalk and driveway clearance. ",TREEMAINTENANCE,2024-06-27 11:02 AM,FY25 - Prime Trees,89.25,Invoice #171428,"5, ZONE",209007,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-06-27,11:02 AM,2024-07-27,11:02 AM,2024-07-25,12:00 PM,2024-10-08,12:00 PM,2024-06-27,11:02 AM
381011,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-06-27 11:08:00,2024-06-28 11:08:00,2024-06-27 11:08:00,2024-11-14 09:37:00,03,453N,"702 E 29th St,  Houston,  Texas,  77009",Trim/remove all the broken/hanging and dead limbs of pecan tree in RoW infront of the address.,TREEMAINTENANCE,2024-06-27 11:08 AM,,94.5,"(Copied from Service Request 209353): ""Tree in ROW - in front of the house has a big branch hanging is about to fall off""","3, ZONE",209353,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,11:08 AM,2024-06-28,11:08 AM,2024-06-27,11:08 AM,2024-11-14,09:37 AM,2024-06-27,11:08 AM
381013,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-06-27 11:15:00,2024-06-28 11:15:00,2024-06-27 11:15:00,2024-08-14 12:14:00,03,493Y,3315 Delano St (Riverside Neighborhood Health Clinic),"Remove fallen 30"" ash tree on Riverside Neighborhood Health Clinic parking lot. Contact Pedro to be let inside of gate 832-465-7230. Low priority 
",TREEMAINTENANCE,2024-06-27 11:15 AM,,435.75,"(Copied from Service Request 209398): ""Work order created for emergency tree removal ""","6, ZONE",209398,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,11:15 AM,2024-06-28,11:15 AM,2024-06-27,11:15 AM,2024-08-14,12:14 PM,2024-06-27,11:15 AM
381014,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-27 11:21:00,2024-06-28 11:21:00,2024-08-09 12:00:00,2024-12-02 12:00:00,H,453N,"701 E 29th St,  Houston,  Texas,  77009",Remove one broken Pecan tree in RoW infront of the address.,TREEMAINTENANCE,2024-06-27 11:21 AM,Derecho Storm - 5/16/24,435.75,"Per contractor, work had been completed upon arrival. Cancel work order. See email attached.","3, ZONE",209353,07 - Canceled. Work already completed upon arrival.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,11:21 AM,2024-06-28,11:21 AM,2024-08-09,12:00 PM,2024-12-02,12:00 PM,2024-06-27,11:21 AM
381015,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE",2024-06-27 11:45:00,2024-06-28 11:45:00,2024-06-27 11:45:00,2024-08-06 09:36:00,D,533B,2600 Calumet St (Riverside Park),Pick up the debris inside the park close to the kids play ground.  Low priority ,TREEMAINTENANCE,2024-06-27 11:45 AM,,0.0,Canceling work order. Storm debris to be collected by the Solid Waste Department.,"6, ZONE",209363,08 - Canceled. Work not approved by manager.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,11:45 AM,2024-06-28,11:45 AM,2024-06-27,11:45 AM,2024-08-06,09:36 AM,2024-06-27,11:45 AM
381016,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-06-27 12:16:00,2024-07-07 12:16:00,2024-06-27 12:16:00,2025-03-19 08:18:00,01,493S,"808 Lovett Blvd,  Houston,  Texas,  77006",Remove 3 dead trees (2 marked 1 unmarked) at Back of building in alleyway.,TREEMAINTENANCE,2024-06-27 12:16 PM,,89.25,We cannot do this work order because theres cars in the way as you cansee the pictures attached.,"2, ZONE",208512,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-27,12:16 PM,2024-07-07,12:16 PM,2024-06-27,12:16 PM,2025-03-19,08:18 AM,2024-06-27,12:16 PM
381023,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-06-27 15:05:00,2025-06-27 15:05:00,2024-06-27 15:05:00,2024-06-27 12:00:00,C,451H,"4402 Grass Valley St,  Houston,  Texas,  77018",1 Live Oak ,TREEPLANTING,2024-06-27 03:05 PM,,0.0,"(Copied from Service Request 208264): ""Customer replied, ""I really have no idea. I don’t know what sizes might be available or the cost. I have been searching online and haven’t found that out yet but I will continue to try and find out what I can ge","3, ZONE",208264,00 - Work completed by in-house or contractor.,Tree Planting,Tree Planting Inspection,5.0,2024-06-27,03:05 PM,2025-06-27,03:05 PM,2024-06-27,03:05 PM,2024-06-27,12:00 PM,2024-06-27,03:05 PM
381027,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-06-27 21:45:00,2024-07-07 21:45:00,2024-06-27 21:45:00,2024-07-02 14:55:00,03,533L,6500 Allegheny St (Calloway Park),"Trim low limbs and dead limbs throughout park, and prune limbs resting on top of electrical distribution service black iron fence. See photos attached. There is an event upcoming.
",TREEMAINTENANCE,2024-06-27 09:45 PM,,1680.0,"(Copied from Service Request 209136): ""Inspect to raise several low tree limbs within the park, dead tree limb, and limbs resting on top of electrical distribution service black iron fence. See photos attached. Notify Melissa after.""","6, ZONE",209136,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,1.0,2024-06-27,09:45 PM,2024-07-07,09:45 PM,2024-06-27,09:45 PM,2024-07-02,02:55 PM,2024-06-27,09:45 PM
381032,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-28 07:41:00,2024-07-28 07:41:00,2024-07-25 12:00:00,2024-12-02 12:00:00,A,491H,"534 Bolton Pl,  Houston,  Texas,  77024"," Prune 30"" live oak for wall and roof clearance at indicated location. ( tree is inside fenced property   ",TREEMAINTENANCE,2024-06-28 07:41 AM,,105.0,"Per contractor, work had been completed upon arrival. Cancel work order. See email attached.","2, ZONE",208156,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,0.0,2024-06-28,07:41 AM,2024-07-28,07:41 AM,2024-07-25,12:00 PM,2024-12-02,12:00 PM,2024-06-28,07:41 AM
381033,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-06-28 07:47:00,2024-07-28 07:47:00,2024-07-03 12:00:00,2025-06-30 12:00:00,K,530X,"8249 Creekbend Dr,  Houston,  Texas,  77071","Remove and stump grind dead 13"" pine tree next to apartment driveway ",TREEMAINTENANCE,2024-06-28 07:47 AM,FY26 - Prime Trees,141.75,Invoice #185189.,"7, ZONE",209374,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-06-28,07:47 AM,2024-07-28,07:47 AM,2024-07-03,12:00 PM,2025-06-30,12:00 PM,2024-06-28,07:47 AM
