RequestId,Problem Code,Date Initiated,Description,Priority,Category,Submit To,Dispatch To,Address,Zone,Council District,Keymap,Zip Code,Status
224224,Tree Trim,2025-07-03 10:36 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","9450 Hammerly Blvd,  Houston,  Texas,  77080","3, ZONE",A,450T,77080,CLOSED
224226,Tree Trim,2025-07-03 11:31 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","1343 Peden St,  Houston,  Texas,  77006","2, ZONE",C,493N,77006,CLOSED
224227,Tree Trim,2025-07-03 11:40 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","2119 Chase St,  Houston,  Texas,  77026","4, ZONE",H,494A,77026,CLOSED
224228,Tree Trim,2025-07-03 11:42 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","4604 Sumpter St,  Houston,  Texas,  77020","4, ZONE",B,494F,77020,CLOSED
224229,Tree Trim,2025-07-03 11:52 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","3018 Emancipation Ave,  Houston,  Texas,  77004 (Emancipation Park)","6, ZONE",D,493Y,77004,CLOSED
224230,Tree Removal,2025-07-03 12:08 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","1925 W 25Th St,  Houston,  Texas,  77008","3, ZONE",C,452T,77008,CLOSED
224231,Tree Trim,2025-07-03 12:12 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","1805 Eldridge Pkwy,  Houston,  Texas,  77077","2, ZONE",G,488P,77077,CLOSED
224232,Tree Trim,2025-07-03 12:19 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","9409 Heatherside St,  Houston,  Texas,  77016","4, ZONE",B,454C,77016,ROUTE
224234,Tree Trim,2025-07-03 12:41 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","5400 Bellfort St,  Houston,  Texas,  77033","6, ZONE",D,534W,77033,ROUTE
224235,Tree Trim,2025-07-03 12:48 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","6200 Firnat St,  Houston,  Texas,  77016","4, ZONE",B,454H,77016,CLOSED
224236,Tree Trim,2025-07-03 12:53 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","6400 De Priest St,  Houston,  Texas,  77091","3, ZONE",B,412Y,77091,CLOSED
224238,Tree Removal,2025-07-03 01:01 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5610 Kiam St,  Houston,  Texas,  77007","3, ZONE",C,492C,77007,ROUTE
224239,Tree Trim,2025-07-03 01:08 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","1111 Blalock Rd,  Houston,  Texas,  77055","3, ZONE",A,490C,77055,ROUTE
224240,Tree Trim,2025-07-03 01:13 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","3302 Mckinney St,  Houston,  Texas,  77003","5, ZONE",I,494S,77003,CLOSED
224241,Tree Removal,2025-07-03 01:24 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","12126 Wembley Dr,  Houston,  Texas,  77031","7, ZONE",K,570A,77031,ROUTE
224244,Tree Removal,2025-07-03 02:35 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","8400 Buffalo Speedway,  Houston,  Texas,  77025","7, ZONE",K,532P,77025,ROUTE
224245,Tree Removal,2025-07-03 02:47 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","7111 Moss Rose St,  Houston,  Texas,  77087","5, ZONE",I,535E,77087,CLOSED
224246,Tree Removal,2025-07-03 03:18 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","1035 Robbie St,  Houston,  Texas,  77009","3, ZONE",H,453T,77009,CLOSED
224247,Tree Trim,2025-07-03 04:19 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","Woodlyn Rd & N Wayside Dr,  Houston,  Texas,  77028","4, ZONE",B,455F,77028,CLOSED
224249,Tree Trim,2025-07-03 04:28 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","5810 Senior St,  Houston,  Texas,  77016","4, ZONE",B,454C,77016,CLOSED
224251,Tree Removal,2025-07-03 06:26 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","7420 Ashburn St,  Houston,  Texas,  77061","6, ZONE",I,535W,77061,CLOSED
224252,Tree Removal,2025-07-03 09:46 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","6835 Cherrydale Dr,  Houston,  Texas,  77087","6, ZONE",I,534V,77087,CLOSED
224253,Tree Removal,2025-07-03 11:03 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","6834 Cherrydale Dr,  Houston,  Texas,  77087","6, ZONE",I,534V,77087,ROUTE
224254,Tree Removal,2025-07-03 11:04 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NAP, NO ACCESS","UF - CASTILLO, ALEJANDRO","6831 Cherrydale Dr,  Houston,  Texas,  77087","6, ZONE",I,534V,77087,CLOSED
224255,Tree Removal,2025-07-03 11:09 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","9226 Lake Forest Blvd,  Houston,  Texas,  77078","4, ZONE",B,455H,77078,CLOSED
224256,Tree Trim,2025-07-04 03:00 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - POLOVTSEV, SERA","Patterson St & Blossom St,  Houston,  Texas,  77007","2, ZONE",C,492M,77007,CLOSED
224257,Tree Removal,2025-07-04 03:41 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - LEIJA, DANIEL","1300 Paul Quinn St,  Houston,  Texas,  77091","3, ZONE",B,452B,77091,ROUTE
224258,Tree Removal,2025-07-04 08:15 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","4314 T.C. Jester Blvd,  Houston,  Texas,  77018","3, ZONE",C,451H,77018,CLOSED
224259,Tree Removal,2025-07-04 09:02 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","6700 Park Ln,  Houston,  Texas,  77023 (Spurlock Park)","5, ZONE",I,534D,77023,CLOSED
224260,Tree Trim,2025-07-04 09:10 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - POLOVTSEV, SERA","952 Alexander St,  Houston,  Texas,  77008","3, ZONE",C,492D,77008,ROUTE
224261,Tree Trim,2025-07-04 10:44 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","3323 Wichita St,  Houston,  Texas,  77004","6, ZONE",D,533C,77004,CLOSED
224262,Tree Trim,2025-07-04 10:55 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","2920 Hillcroft Ave,  Houston,  Texas,  77057","2, ZONE",F,490Z,77063,CLOSED
224263,Tree Removal,2025-07-04 11:55 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","675 Bering Dr,  Houston,  Texas,  77057 (Tanglewood Park - Tennis Courts)","2, ZONE",G,491K,77057,CLOSED
224264,Tree Removal,2025-07-04 12:07 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","6700 Park Ln,  Houston,  Texas,  77023 (Spurlock Park)","5, ZONE",I,534D,77023,CLOSED
224265,Tree Trim,2025-07-04 04:13 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - POLOVTSEV, SERA","1625 Kirby Dr,  Houston,  Texas,  77019","2, ZONE",G,492Q,77019,ROUTE
224266,Tree Trim,2025-07-04 04:26 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - POLOVTSEV, SERA","1709 Patterson St,  Houston,  Texas,  77007","2, ZONE",C,492H,77007,CLOSED
224267,Tree Removal,2025-07-04 05:53 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","Forest Hill Blvd & Lamar St,  Houston,  Texas,  77011","5, ZONE",I,494Z,77011,CLOSED
224268,Tree Trim,2025-07-04 07:23 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","3219 Sparks St,  Houston,  Texas,  77093","4, ZONE",H,454A,77093,ROUTE
224269,Tree Removal,2025-07-05 04:04 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5801 Woodway Dr,  Houston,  Texas,  77057 (Tanglewood Park - Tennis Courts)","2, ZONE",G,491K,77057,CLOSED
224270,Tree Removal,2025-07-05 07:40 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - GHIMIRE, GOPAL","6888 Bellaire Blvd,  Houston,  Texas,  77074","7, ZONE",J,530H,77074,CLOSED
224271,Tree Trim,2025-07-05 07:54 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","1701 Travis St,  Houston,  Texas,  77002","1, ZONE",I,493Q,77002,CLOSED
224272,Tree Removal,2025-07-05 08:34 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - BHATTARAI, NIMESH","1312 Victor St,  Houston,  Texas,  77019","2, ZONE",C,493P,77019,CLOSED
224273,Tree Trim,2025-07-05 08:57 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","6701 Eagle Pass St,  Houston,  Texas,  77020","4, ZONE",H,494D,77020,CLOSED
224275,Tree Trim,2025-07-05 02:11 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","13539 Windhaven St,  Houston,  Texas,  77049","4, ZONE",I,456R,77049,CLOSED
224276,Tree Trim,2025-07-05 03:17 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","7921 Cora St,  Houston,  Texas,  77088","3, ZONE",B,412S,77088,CLOSED
224277,Tree Trim,2025-07-06 02:51 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","Tristan St & La Salette St,  Houston,  Texas,  77021","6, ZONE",D,533L,77021,CLOSED
224278,Tree Removal,2025-07-06 11:27 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","816 Rutland St,  Houston,  Texas,  77007","3, ZONE",C,492D,77007,CLOSED
224279,Tree Trim,2025-07-06 11:44 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - GHIMIRE, GOPAL","12102 Hillcroft Ave,  Houston,  Texas,  77035","7, ZONE",K,571E,77035,CLOSED
224280,Tree Trim,2025-07-06 02:06 PM,Tree Trim Inspection,1,TREEMAINTENANCE,,"UF - CASTILLO, ALEJANDRO","6135 Reamer St,  Houston,  Texas,  77074 (Hazard Tree Removal Program)","7, ZONE",J,530V,77074,ROUTE
224281,Tree Removal,2025-07-06 06:08 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - JONES, CODY","2041 Branard St,  Houston,  Texas,  77098","2, ZONE",C,492V,77098,ROUTE
224282,Tree Trim,2025-07-06 08:16 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - POLOVTSEV, SERA","4241 Gibson St,  Houston,  Texas,  77007","2, ZONE",C,492M,77007,CLOSED
224283,Tree Removal,2025-07-06 09:17 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","16402 Brookvilla Dr,  Houston,  Texas,  77059","5, ZONE",E,618C,77059,ROUTE
224285,Tree Trim,2025-07-07 07:08 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","7015 Linden St,  Houston,  Texas,  77087","5, ZONE",I,535E,77087,CLOSED
224287,Tree Trim,2025-07-07 08:44 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - CASTILLO, ALEJANDRO","3600 Michaux St,  Houston,  Texas,  77009","3, ZONE",H,453X,77009,CLOSED
224289,Tree Trim,2025-07-07 08:45 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","5016 Imperial St,  Bellaire,  Texas,  77401","7, ZONE",J,531C,77401,ROUTE
224291,Tree Removal,2025-07-07 09:27 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","3 Pine Briar Cir,  Houston,  Texas,  77056","2, ZONE",G,491G,77056,CLOSED
224292,Tree Trim,2025-07-07 09:31 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","6249 La Salette St,  Houston,  Texas,  77021","6, ZONE",D,533L,77021,CLOSED
224293,Tree Trim,2025-07-07 09:38 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","12914 S Coast,  Houston,  Texas,  77047","6, ZONE",D,573Q,77047,CLOSED
224296,Tree Removal,2025-07-07 10:29 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","Simmons St & Nettleton St,  Houston,  Texas,  77004","6, ZONE",D,493Z,77004,CLOSED
224299,Tree Removal,2025-07-07 10:43 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","5559 Flamingo Dr,  Houston,  Texas,  77033","6, ZONE",D,534W,77033,ROUTE
224300,Tree Trim,2025-07-07 10:55 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","6402 Market St,  Houston,  Texas,  77020 (Selena Quintanilla Perez Park)","5, ZONE",H,494H,77020,CLOSED
224302,Tree Trim,2025-07-07 11:24 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5718 Edward Dr,  Houston,  Texas,  77032","4, ZONE",B,374V,77032,ROUTE
224303,Tree Trim,2025-07-07 11:27 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - JONES, CODY","10509 Marston Vineyard Dr,  Houston,  Texas,  77025","7, ZONE",K,532T,77054,CLOSED
224304,Tree Removal,2025-07-07 11:40 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","3219 Tampa St,  Houston,  Texas,  77021","6, ZONE",D,533F,77021,CLOSED
224305,Tree Trim,2025-07-07 12:06 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","3010 Friar Point Rd,  Houston,  Texas,  77051","6, ZONE",D,573F,77051,CLOSED
224306,Tree Removal,2025-07-07 12:07 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","W 43rd St & Antoine Dr,  Houston,  Texas,  77092","3, ZONE",A,451G,77092,ROUTE
224309,Tree Removal,2025-07-07 01:02 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","Hamblen Rd & Woodland Hills Dr,  Kingwood,  Texas,  77339","4, ZONE",E,336M,77339,ROUTE
224310,Tree Removal,2025-07-07 01:11 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - CASTILLO, ALEJANDRO","2239 Harwell Dr,  Houston,  Texas,  77023","5, ZONE",I,534H,77023,CLOSED
224313,Tree Trim,2025-07-07 03:03 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - GHIMIRE, GOPAL","5927 W Bellfort Ave,  Houston,  Texas,  77035","7, ZONE",K,571A,77035,CLOSED
224314,Tree Removal,2025-07-07 03:10 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - POLOVTSEV, SERA","4237 Gibson St,  Houston,  Texas,  77007","2, ZONE",C,492M,77007,CLOSED
224315,Tree Removal,2025-07-07 03:28 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","7302 Scott St,  Houston,  Texas,  77021","6, ZONE",D,533Q,77021,CLOSED
224316,Tree Trim,2025-07-07 03:39 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAP, NO ACCESS","UF - CASTILLO, ALEJANDRO","1939 Mosa Creek Ct,  Houston,  Texas,  77017","5, ZONE",E,536S,77017,CLOSED
224318,Tree Removal,2025-07-07 04:39 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - BHATTARAI, NIMESH","450 Oxford St,  Houston,  Texas,  77007","3, ZONE",C,493A,77007,CLOSED
224322,Tree Trim,2025-07-07 05:18 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - POLOVTSEV, SERA","888 Detering St,  Houston,  Texas,  77007","2, ZONE",C,492G,77007,CLOSED
224323,Tree Removal,2025-07-07 05:19 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","727 W 16Th St,  Houston,  Texas,  77008","3, ZONE",C,452Y,77008,CLOSED
224324,Tree Removal,2025-07-07 05:52 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - JONES, CODY","2106 Mansfield St,  Houston,  Texas,  77091","3, ZONE",B,452A,77091,CLOSED
224325,Tree Trim,2025-07-07 06:42 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - POLOVTSEV, SERA","4237 Gibson St,  Houston,  Texas,  77007","2, ZONE",C,492M,77007,CLOSED
224326,Tree Removal,2025-07-07 08:00 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - BHATTARAI, NIMESH","859 Sulphur St,  Houston,  Texas,  77034","5, ZONE",E,576E,77034,CLOSED
224329,Tree Trim,2025-07-08 08:18 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","427 Leicester Ln,  Houston,  Texas,  77034","5, ZONE",E,617B,77034,CLOSED
224330,Tree Trim,2025-07-08 08:29 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","3019 Prospect St,  Houston,  Texas,  77004","6, ZONE",D,533C,77004,CLOSED
224331,Tree Trim,2025-07-08 08:31 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","3705 Lyons Ave,  Houston,  Texas,  77020 (Fifth Ward Jam Park)","4, ZONE",B,494F,77020,CLOSED
224332,Tree Trim,2025-07-08 08:37 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - POLOVTSEV, SERA","4237 Gibson St,  Houston,  Texas,  77007","2, ZONE",C,492M,77007,CLOSED
224334,Tree Trim,2025-07-08 08:42 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - BHATTARAI, NIMESH","7500 Chasewood Dr,  Missouri City,  Texas,  77489","7, ZONE",K,570V,77489,ROUTE
224336,Tree Trim,2025-07-08 09:52 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - GHIMIRE, GOPAL","11828 Sandpiper Dr,  Houston,  Texas,  77035","7, ZONE",K,570D,77035,CLOSED
224338,Tree Trim,2025-07-08 10:19 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","10050 Emnora Ln,  Houston,  Texas,  77080","3, ZONE",A,450N,77080,CLOSED
224339,Tree Trim,2025-07-08 10:19 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","6511 Richwood Rd,  Houston,  Texas,  77087","6, ZONE",I,534Y,77087,CLOSED
224341,Tree Removal,2025-07-08 10:24 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","5201 Lyons Ave,  Houston,  Texas,  77020 (The House of Prayer)","4, ZONE",B,494G,77020,CLOSED
224344,Tree Trim,2025-07-08 10:48 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - GHIMIRE, GOPAL","5814 Warm Springs Rd,  Houston,  Texas,  77035","7, ZONE",K,571A,77035,ROUTE
224348,Tree Removal,2025-07-08 12:02 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","5201 Lyons Ave,  Houston,  Texas,  77020 (The House of Prayer)","4, ZONE",B,494G,77020,CLOSED
224349,Tree Trim,2025-07-08 12:05 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAP, NO ACCESS","UF - BHATTARAI, NIMESH","1300 Victor St,  Houston,  Texas,  77019 (Gregory School)","2, ZONE",C,493P,77019,CLOSED
224350,Tree Trim,2025-07-08 12:16 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAP, NO ACCESS","UF - CASTILLO, ALEJANDRO","4943 Bell St,  Houston,  Texas,  77023","5, ZONE",I,494X,77023,CLOSED
224351,Tree Trim,2025-07-08 12:34 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - GHIMIRE, GOPAL","11803 Sandpiper Dr,  Houston,  Texas,  77035","7, ZONE",K,570D,77035,CLOSED
224352,Tree Removal,2025-07-08 01:05 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - GHIMIRE, GOPAL","5911 S Braeswood Blvd,  Houston,  Texas,  77096","7, ZONE",C,531S,77096,CLOSED
224357,Tree Removal,2025-07-08 01:37 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","171 Woodvale St,  Houston,  Texas,  77012","5, ZONE",I,495W,77012,ROUTE
224358,Tree Trim,2025-07-08 01:41 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","12926 Meadowline Dr,  Houston,  Texas,  77082","2, ZONE",F,488Y,77082,CLOSED
224362,Tree Trim,2025-07-08 02:12 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - GHIMIRE, GOPAL","5600 W Orem Dr,  Houston,  Texas,  77085","7, ZONE",K,571L,77085,ROUTE
224364,Tree Trim,2025-07-08 02:25 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - JONES, CODY","5030 Beechnut St,  Houston,  Texas,  77096","7, ZONE",C,531Q,77096,ROUTE
224365,Tree Removal,2025-07-08 02:31 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","7301 Avenue J,  Houston,  Texas,  77011","5, ZONE",I,495S,77011,ROUTE
224367,Tree Trim,2025-07-08 02:53 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","6200 Main St,  Houston,  Texas,  77005","7, ZONE",C,532H,77030,CLOSED
224368,Tree Removal,2025-07-08 03:28 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","Westheimer Rd & West Loop S,  Houston,  Texas,  77056","2, ZONE",G,491V,77056,CLOSED
224369,Tree Trim,2025-07-08 03:33 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - POLOVTSEV, SERA","909 Yale St,  Houston,  Texas,  77008","3, ZONE",C,492D,77008,CLOSED
224370,Tree Removal,2025-07-08 03:43 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - BHATTARAI, NIMESH","4115 Watonga Blvd,  Houston,  Texas,  77092","3, ZONE",C,451M,77092,CLOSED
224373,Tree Removal,2025-07-08 04:28 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - BHATTARAI, NIMESH","2100 W 18Th St,  Houston,  Texas,  77008","3, ZONE",C,452S,77008,CLOSED
224374,Tree Trim,2025-07-08 04:40 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","1800 N Wayside Dr,  Houston,  Texas,  77020","4, ZONE",H,495E,77020,ROUTE
224376,Tree Removal,2025-07-08 05:30 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","2038 Albans Rd,  Houston,  Texas,  77005","7, ZONE",C,532D,77005,CLOSED
224378,Tree Trim,2025-07-08 05:48 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","Kingwood Dr & Kings Creek Dr,  Kingwood,  Texas,  77339","4, ZONE",E,336D,77339,CLOSED
224380,Tree Removal,2025-07-09 02:44 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5909 Renwick Dr,  Houston,  Texas,  77081","7, ZONE",J,531A,77081,ROUTE
224381,Tree Trim,2025-07-09 05:56 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - GHIMIRE, GOPAL","6105 W Orem Dr,  Houston,  Texas,  77085","7, ZONE",K,571K,77085,ROUTE
